id,last_name,first_name,team,position,status,opponent,minutes,points,threes, threes_attempted,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed, field goals,field_goals_missed,double doubles,triple doubles,usage,odds_spread,odds_total,draftkings_price,draftkings_positions,draftkings_id,fanduel_price,fanduel_positions,fanduel_id,yahoo_price,yahoo_positions,yahoo_id,draftday_price,draftday_positions,draftday_id,fantasydraft_price,fantasydraft_positions,fantasydraft_id,fantasyfeud_price,fantasyfeud_positions,fantasyfeud_id,starfantasyleagues_price,starfantasyleagues_positions,starfantasyleagues_id,fantasyaces_price,fantasyaces_positions,fantasyaces_id,sportstradex_price,sportstradex_positions,sportstradex_id,fantasyscore_price,fantasyscore_positions,fantasyscore_id,fantasyup_price,fantasyup_positions,fantasyup_id,victiv_price,victiv_positions,victiv_id,draftster_price,draftster_positions,draftster_id,fanday_price,fanday_positions,fanday_id,moneyball_price,moneyball_positions,moneyball_id,owntheplay_price,owntheplay_positions,owntheplay_id,fantasyhub_price,fantasyhub_positions,fantasyhub_id,draftpot_price,draftpot_positions,draftpot_id,draftfury_price,draftfury_positions,draftfury_id,draftstars_price,draftstars_positions,draftstars_id,rosters_price,rosters_positions,rosters_id,draft_price,draft_positions,draft_id,draftboard_price,draftboard_positions,draftboard_id,starstreet_price,starstreet_positions,starstreet_id,draftstreet_price,draftstreet_positions,draftstreet_id,fanthrowdown_price,fanthrowdown_positions,fanthrowdown_id
5701,Okogie,Josh,MIN,SG,,WAS,26.00,8.01,0.86,3.28,3.63,1.52,1.30,0.36,1.22,1.78,1.87,0.71,2.64,4.64,0.01,0.000,14.57,MIN by 7.0,241.0,3300,SG;SF,941460,3700,SG,84689,10,SG,6031,0,,,0,SG,941460,0,,,0,,,0,,,0,,,3200,G,17251,0,,,0,,,0,,,0,,,4000,SG,Josh Okogie,0,,,0,,,0,,,0,,,5680,SG;SF,7022313,0,,,0,,,3500,SG,Josh Okogie,0,,,0,,,0,,
5047,Rozier,Terry,BOS,PG,,@ LAL,19.00,7.00,1.28,3.63,3.54,2.83,0.85,0.24,0.64,1.21,0.74,0.20,2.49,4.14,0.01,0.000,17.78,,,5500,PG;SG,786293,6400,PG,42677,24,PG,5476,0,,786293,0,PG,786293,0,,Terry Rozier,0,,21179,0,,43678,0,,,4600,G,9678,0,,5852a4512364510011044ebb,0,,Terry_Rozier_Bos,0,,d1ee8ac8-f550-4269-ab4f-604b7bba441a,0,,,6700,PG,Terry Rozier,0,,,0,,,0,,d1ee8ac8-f550-4269-ab4f-604b7bba441a,0,,,8900,PG,7001317,0,,5852a4512364510011044ebb,0,,,6000,PG,Terry Rozier,0,,,0,,,0,,
3011,Gibson,Taj,MIN,PF,,WAS,17.00,9.38,0.09,0.25,4.75,0.92,0.46,0.33,0.77,3.79,1.53,0.48,3.88,2.27,0.01,0.000,18.05,MIN by 7.0,241.0,4000,PF;C,330057,4800,PF,9481,14,PF,4631,0,,330057,0,PF,330057,0,,Taj Gibson,0,,3474,0,,19334,0,,,3900,F,6500,0,,5852a4332364510011044592,0,,Taj_Gibson_Chi,0,,9c8dc8ee-6207-48d5-81ee-f362f5e17f9b,0,,,5100,PF,Taj Gibson,0,,,0,,,0,,9c8dc8ee-6207-48d5-81ee-f362f5e17f9b,0,,,8240,PF;C,7001066,0,,5852a4332364510011044592,0,,,4500,PF,Taj Gibson,0,,1734,0,,4631,0,,Taj Gibson
5025,Jones,Tyus,MIN,PG,,WAS,17.00,4.80,0.31,1.20,1.56,4.35,1.08,0.06,0.69,1.53,0.81,0.16,1.84,2.76,0.00,0.000,13.22,MIN by 7.0,241.0,3700,PG,842297,3600,PG,58081,12,PG,5484,0,,842297,0,PG,842297,0,,Tyus Jones,0,,21167,0,,43716,0,,,4400,G,9680,0,,5852a43723645100110446f7,0,,Tyus_Jones_Min,0,,cbc0a3b2-985e-4484-9cb6-6891337b18b7,0,,,3900,PG,Tyus Jones,0,,,0,,,0,,cbc0a3b2-985e-4484-9cb6-6891337b18b7,0,,,6730,PG,7001366,0,,5852a43723645100110446f7,0,,,3400,PG,Tyus Jones,0,,,0,,,0,,
5026,Kaminsky,Frank,CHA,PF,,@ MIL,19.00,9.28,1.24,3.46,3.10,1.49,0.25,0.26,1.18,1.98,1.60,0.48,3.22,4.54,0.01,0.000,22.31,MIL by 12.5,227.0,4400,PF;C,606731,4400,PF,16448,10,PF,5469,0,,606731,0,PF,606731,0,,Frank Kaminsky,0,,21184,0,,43672,0,,,3100,F,9671,0,,5852a43723645100110446c2,0,,Frank_Kaminsky_Cha,0,,c9b1c381-e0ac-4618-9887-ce3e8993b265,0,,,4700,PF,Frank Kaminsky,0,,Frank Kaminsky,0,,,0,,c9b1c381-e0ac-4618-9887-ce3e8993b265,0,,,8050,PF;C,7001329,0,,5852a43723645100110446c2,0,,,4100,PF,Frank Kaminsky,0,,,0,,,0,,
5006,Connaughton,Pat,MIL,SG,,CHA,20.00,5.51,0.88,3.05,4.05,1.87,0.37,0.58,0.58,1.30,0.27,0.08,2.18,2.97,0.00,0.000,12.54,MIL by 12.5,227.0,3200,SG;SF,601514,4600,SG,15993,10,SF,5501,0,,601514,0,SF,601514,0,,Pat Connaughton,0,,21173,0,,43719,0,,,3000,G,9652,0,,5852a4482364510011044bd4,0,,Pat_Connaughton_Por,0,,298852ca-299d-4cb9-a9e5-6ac909582f78,0,,,4900,SG,Pat Connaughton,0,,Pat Connaughton,0,,,0,,298852ca-299d-4cb9-a9e5-6ac909582f78,0,,,6970,SG;SF,7001357,0,,5852a4482364510011044bd4,0,,,4300,SG,Pat Connaughton,0,,,0,,,0,,
5725,Brown Jr,Troy,WAS,SF,,@ MIN,17.00,5.95,0.46,1.71,3.62,2.66,0.59,0.08,0.86,1.85,0.87,0.34,2.31,3.50,0.00,0.000,17.71,MIN by 7.0,241.0,3000,SG;SF,1082704,3500,SF,84668,10,SG,6026,0,,,0,SF,1082704,0,,,0,,,0,,,0,,,2600,F,17250,0,,,0,,,0,,,0,,,3500,SF,Troy Brown,0,,,0,,,0,,,0,,,5000,SG;SF,7022317,0,,,0,,,3200,SF,Troy Brown Jr,0,,,0,,,0,,
3696,Bullock,Reggie,LAL,SG,,BOS,25.00,8.44,1.93,5.18,2.63,1.81,0.47,0.14,0.95,0.98,0.69,0.14,2.91,4.27,0.00,0.000,13.89,,,4000,SG;SF,552335,4100,SG,15947,10,SF,5195,0,,552335,0,SF,552335,0,,Reggie Bullock,0,,7902,0,,19585,0,,,3100,G,6640,0,,5852a4462364510011044b60,0,,Reggie_Bullock_Det,0,,42fa4c2c-6520-4d04-a753-cfe4a5c5e2e1,0,,,4400,SG,Reggie Bullock,0,,,0,,,0,,42fa4c2c-6520-4d04-a753-cfe4a5c5e2e1,0,,,7570,SG;SF,7001234,0,,5852a4462364510011044b60,0,,,3800,SG,Reggie Bullock,0,,10490,0,,5195,0,,Reggie Bullock
5371,Layman,Jake,POR,SF,,PHO,19.00,7.53,0.92,2.49,3.18,0.95,0.50,0.42,0.69,2.05,0.67,0.24,2.97,2.92,0.01,0.000,15.42,POR by 12.5,228.5,3200,SF;PF,698664,3700,SF,23780,10,PF,5678,0,,698664,0,PF,698664,0,,,0,,22875,0,,52506,0,,,3000,F,13392,0,,5852a4432364510011044a6b,0,,,0,,,0,,,4000,SF,Jake Layman,0,,,0,,,0,,,0,,,8000,SF,7001390,0,,5852a4432364510011044a6b,0,,,3500,SF,Jake Layman,0,,,0,,,0,,
5021,Holmes,Richaun,PHO,PF,,@ POR,14.00,6.31,0.00,0.00,3.43,0.72,0.43,0.83,0.47,2.52,1.27,0.51,2.52,1.58,0.00,0.000,16.47,POR by 12.5,228.5,3400,PF;C,695069,4000,PF,23447,10,C,5497,0,,695069,0,PF,695069,0,,Richaun Holmes,0,,21213,0,,43703,0,,,3300,F,9902,0,,5852a4372364510011044711,0,,Richaun_Holmes_Phi,0,,e96ef8d2-192f-47a3-a6ad-876603de1907,0,,,4300,PF,Richaun Holmes,0,,,0,,,0,,e96ef8d2-192f-47a3-a6ad-876603de1907,0,,,6420,PF;C,7001320,0,,5852a4372364510011044711,0,,,3700,PF,Richaun Holmes,0,,,0,,,0,,
3925,Hood,Rodney,POR,SF,,PHO,20.00,8.19,1.04,2.75,1.74,1.53,0.71,0.11,0.48,1.71,1.65,0.22,2.75,3.70,0.00,0.000,16.27,POR by 12.5,228.5,3300,SG;SF,603106,4000,SF,15904,11,SF,5334,0,,603106,0,SG,603106,0,,Rodney Hood,0,,10140,0,,20734,0,,,3400,F,8492,0,,5852a4452364510011044af2,0,,Rodney_Hood_Uta,0,,d38f8754-7ecb-4791-a350-f67e5c4c785a,0,,,4300,SF,Rodney Hood,0,,,0,,,0,,d38f8754-7ecb-4791-a350-f67e5c4c785a,0,,,6620,SG;SF,7001140,0,,5852a4452364510011044af2,0,,,3700,SF,Rodney Hood,0,,,0,,,0,,
2148,Parker,Tony,CHA,PG,,@ MIL,16.00,7.61,0.17,0.86,1.21,3.00,0.33,0.11,1.21,2.97,1.16,0.45,3.14,4.32,0.01,0.000,25.22,MIL by 12.5,227.0,3100,PG,3508,3700,PG,9702,10,PG,3527,0,,3508,0,PG,3508,0,,Tony Parker,0,,3799,0,,19532,0,,,3100,G,6907,0,,5852a44b2364510011044c9f,0,,Tony_Parker_SA,0,,b1b2d578-44df-4e05-9884-31dd89e82cf0,0,,,4000,PG,Tony Parker,0,,,0,,,0,,b1b2d578-44df-4e05-9884-31dd89e82cf0,0,,,6190,PG,7000811,0,,5852a44b2364510011044c9f,0,,,3500,PG,Tony Parker,0,,2021,0,,3527,0,,Tony Parker
5661,Adams,Jaylen,ATL,SG,,BKN,17.00,5.81,0.93,2.89,1.94,2.70,0.78,0.10,1.19,1.05,0.92,0.14,1.98,3.71,0.00,0.000,16.78,BKN by 3.5,236.0,3100,PG,846840,3700,SG,84808,10,PG,6118,0,,,0,PG,846840,0,,,0,,,0,,,0,,,2500,G,17669,0,,,0,,,0,,,0,,,4000,SG,Jaylen Adams,0,,,0,,,0,,,0,,,5010,SG,7022357,0,,,0,,,3500,SG,Jaylen Adams,0,,,0,,,0,,
2445,Ilyasova,Ersan,MIL,PF,,CHA,16.00,5.43,0.75,1.87,4.02,0.74,0.56,0.26,0.50,1.31,0.56,0.10,2.06,2.31,0.00,0.000,13.75,MIL by 12.5,227.0,3200,PF;C,292396,3900,PF,9598,10,PF,3962,0,,292396,0,PF,292396,0,,Ersan Ilyasova,0,,3653,0,,19389,0,,,3300,F,6720,0,,5852a4322364510011044538,0,,Ersan_Ilyasova_Orl,0,,a519659f-7cc0-40ee-8c49-1bb0b9ca5b13,0,,,4200,PF,Ersan Ilyasova,0,,,0,,,0,,a519659f-7cc0-40ee-8c49-1bb0b9ca5b13,0,,,6760,PF,7000938,0,,5852a4322364510011044538,0,,,3700,PF,Ersan Ilyasova,0,,1861,0,,3962,0,,Ersan Ilyasova
5673,Bridges,Miles,CHA,SF,,@ MIL,17.00,5.70,0.60,1.85,3.24,0.72,0.50,0.51,0.56,1.63,0.64,0.21,2.23,3.02,0.00,0.000,15.65,MIL by 12.5,227.0,3100,SF;PF,957479,3600,SF,84678,10,SF,6023,0,,,0,SF,957479,0,,,0,,,0,,,0,,,3100,F,17253,0,,,0,,,0,,,0,,,3900,SF,Miles Bridges,0,,,0,,,0,,,0,,,5310,SF;PF,7022322,0,,,0,,,3400,SF,Miles Bridges,0,,,0,,,0,,
3669,Baynes,Aron,BOS,C,,@ LAL,14.00,4.63,0.33,1.05,4.42,1.20,0.18,0.56,0.89,1.39,0.86,0.18,1.72,2.13,0.00,0.000,16.32,,,3000,C,296379,3500,C,37931,10,C,5150,0,,296379,0,C,296379,0,,Aron Baynes,0,,3863,0,,19533,0,,,3000,C,6891,0,,5852a4452364510011044b1b,0,,Aron_Baynes_Det,0,,bca27365-2b46-470a-aaee-40cf0b096f6e,0,,,3800,C,Aron Baynes,0,,,0,,,0,,bca27365-2b46-470a-aaee-40cf0b096f6e,0,,,5000,C,7000812,0,,5852a4452364510011044b1b,0,,,3200,C,Aron Baynes,0,,9088,0,,5150,0,,Aron Baynes
3353,Biyombo,Bismack,CHA,C,Questionable,@ MIL,14.00,4.24,0.00,0.00,4.33,0.65,0.16,0.88,0.62,1.62,1.00,0.51,1.62,1.58,0.00,0.000,13.78,MIL by 12.5,227.0,3000,C,599797,3500,C,14505,10,C,4888,0,,599797,0,C,599797,0,,Bismack Biyombo,0,,3458,0,,19196,0,,,2900,C,6479,0,,5852a44123645100110449d2,0,,Bismack_Biyombo_Tor,0,,8e3cbaa3-e30a-4cf8-aa7a-1b57f15f0f98,0,,,3700,C,Bismack Biyombo,0,,,0,,,0,,8e3cbaa3-e30a-4cf8-aa7a-1b57f15f0f98,0,,,5000,C,7000923,0,,5852a44123645100110449d2,0,,,3100,C,Bismack Biyombo,0,,6264,0,,4888,0,,Bismack Biyombo
2774,Tolliver,Anthony,MIN,PF,,WAS,18.00,7.11,1.80,4.15,2.91,0.63,0.34,0.21,0.58,0.47,0.77,0.23,2.27,2.68,0.00,0.000,13.04,MIN by 7.0,241.0,3000,SF;PF,229905,3600,PF,9920,10,PF,4371,0,,229905,0,PF,229905,0,,Anthony Tolliver,0,,3411,0,,19190,0,,,3100,F,6493,0,,5852a43123645100110444b8,0,,Anthony_Tolliver_Det,0,,33a91bda-9f4d-4f80-97d8-9bc574f6afc2,0,,,3900,PF,Anthony Tolliver,0,,,0,,,0,,33a91bda-9f4d-4f80-97d8-9bc574f6afc2,0,,,5000,PF,7001156,0,,5852a43123645100110444b8,0,,,3400,PF,Anthony Tolliver,0,,1887,0,,4371,0,,Anthony Tolliver
5697,Wagner,Moritz,LAL,C,,BOS,13.00,6.05,0.71,2.23,2.97,0.62,0.45,0.24,0.93,1.59,0.74,0.37,2.30,3.23,0.00,0.000,21.85,,,3000,PF;C,882387,3700,C,84714,10,PF,6036,0,,,0,PF,882387,0,,,0,,,0,,,0,,,2500,F,17270,0,,,0,,,0,,,0,,,4000,C,Moritz Wagner,0,,,0,,,0,,,0,,,5000,PF;C,7022331,0,,,0,,,3500,C,Moritz Wagner,0,,,0,,,0,,
5687,Melton,De'Anthony,PHO,PG,,@ POR,15.00,3.56,0.44,1.43,1.65,2.16,0.86,0.33,0.99,0.97,0.30,0.07,1.41,2.32,0.00,0.000,14.02,POR by 12.5,228.5,3100,PG,946801,3500,PG,84703,10,PG,6057,0,,,0,SG,946801,0,,,0,,,0,,,0,,,3300,G,17288,0,,,0,,,0,,,0,,,3500,PG,De'Anthony Melton,0,,,0,,,0,,,0,,,5920,PG,7022306,0,,,0,,,3000,PG,De'Anthony Melton,0,,,0,,,0,,
3680,Snell,Tony,MIL,SG,,CHA,19.00,5.48,1.03,2.50,1.97,1.18,0.34,0.30,0.27,1.06,0.27,0.04,2.09,2.51,0.00,0.000,11.23,MIL by 12.5,227.0,3100,SG;SF,550991,3500,SG,17517,10,SF,5190,0,,550991,0,SG,550991,0,,Tony Snell,0,,7892,0,,19326,0,,,2900,F,6508,0,,5852a433236451001104456a,0,,Tony_Snell_Chi,0,,26414d70-d298-4999-a391-2eee2dd7067d,0,,,3700,SG,Tony Snell,0,,,0,,,0,,26414d70-d298-4999-a391-2eee2dd7067d,0,,,5000,SG;SF,7001068,0,,5852a433236451001104456a,0,,,3000,SG,Tony Snell,0,,10478,0,,5190,0,,Tony Snell
5702,Bates-Diop,Keita,MIN,SF,,WAS,14.00,4.22,0.43,1.27,3.26,0.73,0.36,0.49,0.64,1.19,0.55,0.25,1.62,1.75,0.00,0.000,12.25,MIN by 7.0,241.0,3200,SF,844045,3500,SF,84688,10,SF,6059,0,,,0,SF,844045,0,,,0,,,0,,,0,,,2500,F,17254,0,,,0,,,0,,,0,,,3500,SF,Keita Bates-Diop,0,,,0,,,0,,,0,,,5000,SF;PF,7022325,0,,,0,,,3000,SF,Keita Bates-Diop,0,,,0,,,0,,
5008,Dekker,Sam,WAS,SF,,@ MIN,13.00,4.97,0.28,0.93,2.57,0.72,0.51,0.13,0.41,1.85,0.43,0.28,2.13,2.00,0.00,0.000,15.60,MIN by 7.0,241.0,3000,SF;PF,691518,3500,SF,23282,10,SF,5478,0,,691518,0,SF,691518,0,,Sam Dekker,0,,21194,0,,43689,0,,,2900,F,9667,0,,5852a43123645100110444b6,0,,Sam_Dekker_Hou,0,,763a755f-17b4-4f76-a36f-21f9fb6a6d44,0,,,3700,SF,Sam Dekker,0,,,0,,,0,,763a755f-17b4-4f76-a36f-21f9fb6a6d44,0,,,5000,SF;PF,7001344,0,,5852a43123645100110444b6,0,,,3000,SF,Sam Dekker,0,,,0,,,0,,
5368,Bender,Dragan,PHO,PF,,@ POR,17.00,4.01,0.66,2.27,3.45,0.90,0.18,0.34,0.87,0.75,0.53,0.22,1.41,2.26,0.00,0.000,12.34,POR by 12.5,228.5,3000,PF;C,920066,3500,PF,70819,10,PF,5635,0,,920066,0,PF,920066,0,,,0,,22923,0,,56519,0,,,3500,F,12988,0,,5852a43f2364510011044919,0,,,0,,,0,,,3600,PF,Dragan Bender,0,,,0,,,0,,,0,,,5000,PF;C,7001435,0,,5852a43f2364510011044919,0,,,3000,PF,Dragan Bender,0,,,0,,,0,,
5476,Hart,Josh,LAL,SG,,BOS,15.00,4.08,0.66,2.03,2.48,0.86,0.47,0.28,0.53,0.85,0.40,0.17,1.51,2.12,0.00,0.000,12.02,,,3600,SG;SF,741892,4300,SG,40562,10,SG,5843,0,,,0,SG,741892,0,,,0,,,0,,,0,,,3400,G,14876,0,,,0,,,0,,,0,,,4600,SG,Josh Hart,0,,,0,,,0,,,0,,,6640,PG;SG,7001550,0,,,0,,,4000,SG,Josh Hart,0,,,0,,,0,,
3689,Caldwell-Pope,Kentavious,LAL,SG,,BOS,15.00,4.89,0.84,2.42,1.70,0.76,0.51,0.08,0.53,0.90,0.57,0.12,1.74,2.38,0.00,0.000,13.50,,,3200,SG;SF,602730,3500,SG,15636,10,SF,5159,0,,602730,0,SG,602730,0,,Kentavious Caldwell-Pope,0,,7897,0,,19375,0,,,3200,G,6573,0,,5852a4472364510011044bb2,0,,Kentavious_Caldwell-Pope_Det,0,,cecc054e-b9ec-4c71-8bbb-5ee665a8c3a9,0,,,3800,SG,Kentavious Caldwell-Pope,0,,,0,,,0,,cecc054e-b9ec-4c71-8bbb-5ee665a8c3a9,0,,,6050,SG;SF,7001119,0,,5852a4472364510011044bb2,0,,,3000,SG,Kentavious Caldwell-Pope,0,,10481,0,,5159,0,,Kentavious Caldwell-Pope
3147,Turner,Evan,POR,SF,Questionable,PHO,11.00,2.93,0.07,0.33,2.16,1.98,0.23,0.12,0.84,1.12,0.48,0.17,1.19,1.44,0.00,0.000,14.33,POR by 12.5,228.5,3100,SG;SF,398068,3500,SF,12359,10,SG,4717,0,,398068,0,SF,398068,0,,Evan Turner,0,,3748,0,,19276,0,,,3300,F,6836,0,,5852a4492364510011044c3c,0,,Evan_Turner_Bos,0,,ca4f6af4-c203-41d0-97a3-0286710710b6,0,,,3800,SF,Evan Turner,0,,,0,,,0,,ca4f6af4-c203-41d0-97a3-0286710710b6,0,,,6840,SG;SF,7000983,0,,5852a4492364510011044c3c,0,,,3000,SF,Evan Turner,0,,1957,0,,4717,0,,Evan Turner
5274,Caruso,Alex,LAL,PG,,BOS,12.00,3.19,0.33,1.06,1.43,1.54,0.49,0.19,0.98,0.86,0.48,0.23,1.19,1.57,0.00,0.000,13.81,,,3000,PG;SG,697644,3900,PG,23981,10,SG,5754,0,,697644,0,SG,697644,0,,,0,,,0,,,0,,,3000,G,13423,0,,5852a43c2364510011044859,0,,,0,,,0,,,4200,PG,Alex Caruso,0,,,0,,,0,,,0,,,5000,PG,7001539,0,,5852a43c2364510011044859,0,,,3700,PG,Alex Caruso,0,,,0,,,0,,
3863,Curry,Seth,POR,PG,,PHO,12.00,4.47,0.90,1.86,0.95,0.63,0.39,0.10,0.56,0.67,0.43,0.09,1.57,1.69,0.00,0.000,14.16,POR by 12.5,228.5,3100,PG;SG,463135,3500,PG,15583,10,PG,5245,0,,463135,0,PG,463135,0,,Seth Curry,0,,8735,0,,19552,0,,,2900,G,6590,0,,5852a4432364510011044a53,0,,Seth_Curry_Sac,0,,047d0b63-4142-46e9-8f04-a61622ae2375,0,,,3600,PG,Seth Curry,0,,,0,,,0,,047d0b63-4142-46e9-8f04-a61622ae2375,0,,,5000,PG;SG,7001291,0,,5852a4432364510011044a53,0,,,3000,PG,Seth Curry,0,,13716,0,,5245,0,,Seth Curry
3183,Stephenson,Lance,LAL,SF,Questionable,BOS,8.00,3.47,0.55,1.58,1.49,0.99,0.24,0.06,0.55,0.72,0.38,0.19,1.27,1.81,0.00,0.000,19.83,,,3300,PG;SG,511057,3900,SF,12369,10,SF,4771,0,,511057,0,SF,511057,0,,Lance Stephenson,0,,3585,0,,19350,0,,,3200,G,6635,0,,5852a4512364510011044ed4,0,,Lance_Stephenson_Mem,0,,01e8f44f-f1ee-4d3a-86bd-c29d597ba9bd,0,,,4200,SF,Lance Stephenson,0,,,0,,,0,,01e8f44f-f1ee-4d3a-86bd-c29d597ba9bd,0,,,5400,SG;SF,7000930,0,,5852a4512364510011044ed4,0,,,3700,SF,Lance Stephenson,0,,6295,0,,4771,0,,Lance Stephenson
2086,Gasol,Pau,MIL,C,,CHA,5.00,1.78,0.07,0.20,2.25,0.89,0.09,0.28,0.21,0.60,0.37,0.15,0.67,0.73,0.00,0.000,15.68,MIL by 12.5,227.0,3000,C,3494,3500,C,9570,10,C,3513,0,,3494,0,C,3494,0,,Pau Gasol,0,,3607,0,,19570,0,,,3100,C,6661,0,,5852a4482364510011044bcb,0,,Pau_Gasol_Chi,0,,4aafa7e4-d271-42d2-8979-bdefcd221d30,0,,,3800,C,Pau Gasol,0,,,0,,,0,,4aafa7e4-d271-42d2-8979-bdefcd221d30,0,,,5000,C,7001057,0,,5852a4482364510011044bcb,0,,,3000,C,Pau Gasol,0,,1827,0,,3513,0,,Pau Gasol
1928,Crawford,Jamal,PHO,SG,,@ POR,10.00,3.37,0.41,1.44,0.61,1.53,0.25,0.09,0.84,0.83,0.48,0.09,1.24,2.00,0.00,0.000,18.65,POR by 12.5,228.5,3000,PG;SG,3388,3500,SG,9448,10,PG,3407,0,,3388,0,SG,3388,0,,Jamal Crawford,0,,3592,0,,19587,0,,,3000,G,6642,0,,5852a4382364510011044726,0,,Jamal_Crawford_LAC,0,,8024c36f-3b4e-4d2f-8231-4777f3a09b26,0,,,3700,SG,Jamal Crawford,0,,Jamal Crawford,0,,,0,,8024c36f-3b4e-4d2f-8231-4777f3a09b26,0,,,5540,SG,7001236,0,,5852a4382364510011044726,0,,,3000,SG,Jamal Crawford,0,,1662,0,,3407,0,,Jamal Crawford
5020,Hollis-Jefferson,Rondae,BKN,PF,,@ ATL,6.00,2.60,0.06,0.28,1.52,0.54,0.25,0.16,0.33,0.91,0.60,0.26,0.97,1.21,0.00,0.000,19.55,BKN by 3.5,236.0,3100,PF;C,750654,3700,PF,42148,10,PF,5483,0,,750654,0,PF,750654,0,,Rondae Hollis-Jefferson,0,,21172,0,,43687,0,,,3300,F,9663,0,,5852a44d2364510011044d39,0,,Rondae_Hollis-Jefferson_Bkn,0,,b0d9c043-32b9-4c79-a692-564e93f62bd3,0,,,4000,PF,Rondae Hollis-Jefferson,0,,,0,,,0,,b0d9c043-32b9-4c79-a692-564e93f62bd3,0,,,6810,SF;PF,7001316,0,,5852a44d2364510011044d39,0,,,3500,PF,Rondae Hollis-Jefferson,0,,,0,,,0,,
5486,Bacon,Dwayne,CHA,SF,,@ MIL,7.00,2.39,0.27,0.79,1.08,0.43,0.11,0.02,0.29,0.67,0.24,0.04,0.94,1.35,0.00,0.000,16.61,MIL by 12.5,227.0,3000,SG;SF,879502,3500,SF,66061,10,SG,5853,0,,,0,SG,879502,0,,,0,,,0,,,0,,,3000,G,14914,0,,,0,,,0,,,0,,,3600,SF,Dwayne Bacon,0,,,0,,,0,,,0,,,5000,SG;SF,7001526,0,,,0,,,3000,SF,Dwayne Bacon,0,,,0,,,0,,
3672,Muscala,Mike,LAL,C,,BOS,5.00,1.49,0.29,0.92,1.01,0.35,0.09,0.14,0.18,0.20,0.22,0.04,0.49,0.83,0.00,0.000,13.20,,,3000,PF;C,520388,3500,C,17894,10,C,5214,0,,520388,0,C,520388,0,,Mike Muscala,0,,7877,0,,19833,0,,,3000,C,6431,0,,5852a4422364510011044a18,0,,Mike_Muscala_Atl,0,,7c636961-816a-4b44-8991-671df9d91d9c,0,,,3700,C,Mike Muscala,0,,,0,,,0,,7c636961-816a-4b44-8991-671df9d91d9c,0,,,5710,PF;C,7001031,0,,5852a4422364510011044a18,0,,,3000,C,Mike Muscala,0,,14633,0,,5214,0,,Mike Muscala
