id,last_name,first_name,team,position,status,opponent,minutes,points,threes, threes_attempted,rebounds,assists,steals,blocks,turnovers,twos,free throws,free_throws_missed, field goals,field_goals_missed,double doubles,triple doubles,usage,odds_spread,odds_total,draftkings_price,draftkings_positions,draftkings_id,fanduel_price,fanduel_positions,fanduel_id,yahoo_price,yahoo_positions,yahoo_id,draftday_price,draftday_positions,draftday_id,fantasydraft_price,fantasydraft_positions,fantasydraft_id,fantasyfeud_price,fantasyfeud_positions,fantasyfeud_id,starfantasyleagues_price,starfantasyleagues_positions,starfantasyleagues_id,fantasyaces_price,fantasyaces_positions,fantasyaces_id,sportstradex_price,sportstradex_positions,sportstradex_id,fantasyscore_price,fantasyscore_positions,fantasyscore_id,fantasyup_price,fantasyup_positions,fantasyup_id,victiv_price,victiv_positions,victiv_id,draftster_price,draftster_positions,draftster_id,fanday_price,fanday_positions,fanday_id,moneyball_price,moneyball_positions,moneyball_id,owntheplay_price,owntheplay_positions,owntheplay_id,fantasyhub_price,fantasyhub_positions,fantasyhub_id,draftpot_price,draftpot_positions,draftpot_id,draftfury_price,draftfury_positions,draftfury_id,draftstars_price,draftstars_positions,draftstars_id,rosters_price,rosters_positions,rosters_id,draft_price,draft_positions,draft_id,draftboard_price,draftboard_positions,draftboard_id,starstreet_price,starstreet_positions,starstreet_id,draftstreet_price,draftstreet_positions,draftstreet_id,fanthrowdown_price,fanthrowdown_positions,fanthrowdown_id
5468,Allen,Jarrett,BKN,C,,@ ATL,23.00,10.05,0.09,0.54,7.44,1.14,0.58,1.46,1.35,3.72,2.34,0.85,3.81,2.33,0.18,0.000,15.70,BKN by 3.5,236.0,4800,C,956574,5900,C,80821,19,C,5835,0,,,0,C,956574,0,,,0,,,0,,,0,,,5200,C,14921,0,,,0,,,0,,,0,,,6200,C,Jarrett Allen,0,,,0,,,0,,,0,,,9950,C,7001598,0,,,0,,,5500,C,Jarrett Allen,0,,,0,,,0,,
5412,Prince,Taurean,ATL,SF,,BKN,30.00,13.32,2.10,5.98,4.39,2.08,1.10,0.50,1.74,2.60,1.82,0.38,4.70,6.48,0.02,0.000,17.98,BKN by 3.5,236.0,4500,SF,696209,5000,SF,23572,13,SF,5643,0,,696209,0,SF,696209,0,,,0,,22929,0,,52495,0,,,4200,F,12974,0,,5852a44c2364510011044cfc,0,,,0,,,0,,,5300,SF,Taurean Prince,0,,,0,,,0,,,0,,,8600,SF;PF,7001447,0,,5852a44c2364510011044cfc,0,,,4700,SF,Taurean Prince,0,,,0,,,0,,
3113,Aminu,Al-Farouq,POR,PF,,PHO,29.00,9.06,1.08,3.10,7.43,1.96,1.04,0.44,1.00,1.92,1.98,0.46,3.00,3.80,0.15,0.000,12.84,POR by 12.5,228.5,4200,SF;PF,457688,4900,PF,12342,14,PF,4723,0,,457688,0,PF,457688,0,,Al-Farouq Aminu,0,,3685,0,,19511,0,,,4200,F,6751,0,,5852a4422364510011044a08,0,,Al-Farouq_Aminu_Por,0,,56ff7cb8-4828-4aaa-8f95-0bf569a0786d,0,,,5200,PF,Al-Farouq Aminu,0,,Al-Farouq Aminu,0,,,0,,56ff7cb8-4828-4aaa-8f95-0bf569a0786d,0,,,8710,SF;PF,7000824,0,,5852a4422364510011044a08,0,,,4600,PF,Al-Farouq Aminu,0,,1805,0,,4723,0,,Al-Farouq Aminu
3993,Johnson,Tyler,PHO,PG,,@ POR,32.00,12.16,1.98,5.32,2.94,3.38,0.97,0.43,1.41,2.39,1.44,0.46,4.37,5.95,0.02,0.000,16.91,POR by 12.5,228.5,5300,PG;SG,571786,5600,PG,18600,16,PG,5376,0,,571786,0,SG,571786,0,,Tyler Johnson,0,,10099,0,,36046,0,,,3600,G,8451,0,,5852a42f236451001104442e,0,,Tyler_Johnson_Mia,0,,895fa449-c569-44d1-ac1b-de05db7d2589,0,,,5900,PG,Tyler Johnson,0,,Tyler Johnson,0,,,0,,895fa449-c569-44d1-ac1b-de05db7d2589,0,,,10400,PG;SG,7001268,0,,5852a42f236451001104442e,0,,,5200,PG,Tyler Johnson,0,,,0,,,0,,
3924,Harris,Joe,BKN,SF,,@ ATL,31.00,13.22,2.10,5.07,4.01,2.93,0.59,0.34,1.83,2.70,1.52,0.31,4.80,4.97,0.02,0.000,16.25,BKN by 3.5,236.0,4200,SG;SF,549969,4200,SF,16363,13,SF,5344,0,,549969,0,SG,549969,0,,Joe Harris,0,,10076,0,,20765,0,,,4600,G,8426,0,,5852a44e2364510011044d86,0,,Joe_Harris_Cle,0,,766d6b8b-4211-46a3-ae57-2c1c915e538b,0,,,4500,SF,Joe Harris,0,,,0,,,0,,766d6b8b-4211-46a3-ae57-2c1c915e538b,0,,,8730,SG;SF,7001226,0,,5852a44e2364510011044d86,0,,,3900,SF,Joe Harris,0,,,0,,,0,,
3949,Smart,Marcus,BOS,SG,,@ LAL,30.00,8.39,1.64,4.56,3.28,4.19,1.75,0.31,1.49,1.17,1.13,0.28,2.81,4.05,0.01,0.000,13.15,,,5200,PG;SG,697132,5500,SG,23670,19,SG,5317,0,,697132,0,PG,697132,0,,Marcus Smart,0,,10065,0,,20728,0,,,3400,G,8411,0,,5852a44f2364510011044e04,0,,Marcus_Smart_Bos,0,,af460d21-b1d8-46bb-a228-61ac4fb9ccf9,0,,,5800,SG,Marcus Smart,0,,,0,,,0,,af460d21-b1d8-46bb-a228-61ac4fb9ccf9,0,,,9610,PG;SG,7000985,0,,5852a44f2364510011044e04,0,,,5200,SG,Marcus Smart,0,,,0,,,0,,
3499,Harkless,Moe,POR,SF,,PHO,29.00,8.56,0.71,2.22,5.04,1.66,1.45,0.86,0.90,2.73,0.97,0.51,3.44,3.38,0.03,0.000,12.11,POR by 12.5,228.5,4200,SF;PF,609843,6000,SF,16178,16,SF,5021,0,,609843,0,SF,609843,0,,Maurice Harkless,0,,3734,0,,19246,0,,,3300,F,6809,0,,5852a43e23645100110448fb,0,,Maurice_Harkless_Por,0,,df6f21d3-5221-42e2-945b-8fe7cebdf03e,0,,,6300,SF,Moe Harkless,0,,Maurice Harkless,0,,,0,,df6f21d3-5221-42e2-945b-8fe7cebdf03e,0,,,9660,SF;PF,7000860,0,,5852a43e23645100110448fb,0,,,5600,SF,Maurice Harkless,0,,8063,0,,5021,0,,Maurice Harkless
3409,Mirotic,Nikola,MIL,SF,,CHA,22.00,11.15,2.13,5.34,5.95,1.00,0.60,0.70,0.77,1.61,1.54,0.29,3.74,4.40,0.05,0.000,18.82,MIL by 12.5,227.0,4700,SF;PF,599809,5400,SF,14522,18,PF,4905,0,,599809,0,PF,599809,0,,Nikola Mirotic,0,,10073,0,,34140,0,,,6200,F,8425,0,,5852a430236451001104446f,0,,Nikola_Mirotic_Chi,0,,ca6e9e9a-3d47-422d-bc1e-2dcf6deba5ca,0,,,5700,SF,Nikola Mirotic,0,,,0,,,0,,ca6e9e9a-3d47-422d-bc1e-2dcf6deba5ca,0,,,11330,SF;PF,7001056,0,,5852a430236451001104446f,0,,,5100,SF,Nikola Mirotic,0,,,0,,4905,0,,
5266,Brown,Jaylen,BOS,SG,,@ LAL,25.00,13.03,1.25,3.65,4.23,1.21,0.98,0.40,1.18,3.80,1.68,0.68,5.05,5.40,0.02,0.000,22.28,,,4600,SG;SF,883436,4900,SG,67026,15,SG,5602,0,,883436,0,SF,883436,0,,,0,,22886,0,,52498,0,,,4200,F,12975,0,,5852a44c2364510011044d2f,0,,,0,,,0,,,5200,SG,Jaylen Brown,0,,,0,,,0,,,0,,,8120,SG;SF,7001406,0,,5852a44c2364510011044d2f,0,,,4600,SG,Jaylen Brown,0,,,0,,,0,,
3374,Kanter,Enes,POR,C,,PHO,19.00,11.10,0.06,0.24,7.48,1.21,0.36,0.36,1.18,4.40,2.12,0.48,4.46,3.38,0.20,0.000,22.45,POR by 12.5,228.5,4000,C,553574,4400,C,14516,10,C,4899,0,,553574,0,C,553574,0,,Enes Kanter,0,,3838,0,,19417,0,,,6200,C,6942,0,,5852a43423645100110445f0,0,,Enes_Kanter_OKC,0,,5fb038ef-a3bf-4f52-afce-4f5bd074bb88,0,,,4700,C,Enes Kanter,0,,Enes Kanter,0,,,0,,5fb038ef-a3bf-4f52-afce-4f5bd074bb88,0,,,10810,PF;C,7001128,0,,5852a43423645100110445f0,0,,,4100,C,Enes Kanter,0,,6376,0,,4899,0,,Enes Kanter
3387,Morris,Marcus,BOS,PF,,@ LAL,28.00,12.21,1.70,5.21,5.53,1.41,0.64,0.28,1.06,2.80,1.51,0.34,4.50,6.11,0.05,0.000,19.60,,,4400,SF;PF,469089,4900,PF,14512,17,PF,4895,0,,469089,0,PF,469089,0,,Marcus Morris,0,,3566,0,,19604,0,,,4500,F,6852,0,,5852a43f2364510011044935,0,,Marcus_Morris_Det,0,,4d7cb358-0fec-482f-9f57-92c39e8bf214,0,,,5200,PF,Marcus Morris,0,,,0,,,0,,4d7cb358-0fec-482f-9f57-92c39e8bf214,0,,,9380,SF;PF,7001147,0,,5852a43f2364510011044935,0,,,4600,PF,Marcus Morris,0,,6286,0,,4895,0,,Marcus Morris
3948,Saric,Dario,MIN,PF,,WAS,24.00,11.64,1.75,4.08,6.26,1.47,0.56,0.09,1.03,2.37,1.65,0.31,4.12,4.26,0.07,0.000,16.83,MIN by 7.0,241.0,3900,PF,830641,4300,PF,55056,13,PF,5323,0,,830641,0,PF,830641,0,,Dario Saric,0,,10121,0,,20754,0,,,4200,F,8478,0,,5852a43f2364510011044956,0,,,0,,,0,,,4600,PF,Dario Saric,0,,,0,,,0,,,0,,,7620,SF;PF,7001416,0,,5852a43f2364510011044956,0,,,4000,PF,Dario Saric,0,,,0,,,0,,
5662,Huerter,Kevin,ATL,SG,,BKN,28.00,9.69,1.88,4.88,3.68,3.37,0.97,0.39,1.45,1.75,0.55,0.18,3.63,5.05,0.01,0.000,14.49,BKN by 3.5,236.0,4000,SG;SF,944785,4100,SG,84704,12,SG,6030,0,,,0,SG,944785,0,,,0,,,0,,,0,,,3400,G,17239,0,,,0,,,0,,,0,,,4400,SG,Kevin Huerter,0,,,0,,,0,,,0,,,7310,SG,7022300,0,,,0,,,3800,SG,Kevin Huerter,0,,,0,,,0,,
3162,Hayward,Gordon,BOS,SF,,@ LAL,25.00,9.56,0.96,2.86,3.92,3.58,0.86,0.29,1.38,2.58,1.52,0.26,3.54,4.12,0.01,0.000,17.28,,,4300,SF;PF,477667,5100,SF,12366,22,SF,4724,0,,477667,0,SF,477667,0,,Gordon Hayward,0,,3835,0,,19420,0,,,4400,F,6937,0,,5852a44c2364510011044d00,0,,Gordon_Hayward_Uta,0,,a1ddebee-950c-497d-9acd-b5061360b464,0,,,5400,SF,Gordon Hayward,0,,,0,,,0,,a1ddebee-950c-497d-9acd-b5061360b464,0,,,8880,SG;SF,7001130,0,,5852a44c2364510011044d00,0,,,4800,SF,Gordon Hayward,0,,2051,0,,4724,0,,Gordon Hayward
1909,Carter,Vince,ATL,SF,,BKN,26.00,9.62,2.11,5.40,4.94,1.86,0.88,0.58,1.22,1.28,0.73,0.33,3.39,4.41,0.01,0.000,14.17,BKN by 3.5,236.0,3500,SF;PF,3230,3800,SF,9654,11,SF,3248,0,,3230,0,SG,3230,0,,Vince Carter,0,,3494,0,,19551,0,,,2900,G,6554,0,,5852a44123645100110449c5,0,,Vince_Carter_Mem,0,,fa1c4130-38de-4ea1-b93a-4c3c962473e6,0,,,4100,SF,Vince Carter,0,,,0,,,0,,fa1c4130-38de-4ea1-b93a-4c3c962473e6,0,,,7940,SG;SF,7001082,0,,5852a44123645100110449c5,0,,,3600,SF,Vince Carter,0,,1961,0,,3248,0,,Vince Carter
3159,Davis,Ed,BKN,PF,,@ ATL,20.00,6.92,0.00,0.00,9.23,0.77,0.56,0.46,1.17,2.68,1.56,0.98,2.68,1.32,0.05,0.000,12.77,BKN by 3.5,236.0,3200,C,462458,3800,PF,12365,10,C,4728,0,,462458,0,PF,462458,0,,Ed Davis,0,,3820,0,,19477,0,,,3200,F,6680,0,,5852a43f2364510011044941,0,,Ed_Davis_Por,0,,9dbc15ee-deec-4c8c-86e9-71396ff80ef8,0,,,4100,PF,Ed Davis,0,,Ed Davis,0,,,0,,9dbc15ee-deec-4c8c-86e9-71396ff80ef8,0,,,6900,PF;C,7000861,0,,5852a43f2364510011044941,0,,,3600,PF,Ed Davis,0,,2034,0,,4728,0,,Ed Davis
3438,Bazemore,Kent,ATL,SG,,BKN,20.00,9.47,1.18,3.38,3.18,1.81,1.29,0.72,1.50,2.24,1.45,0.49,3.42,4.76,0.01,0.000,20.45,BKN by 3.5,236.0,5100,SG;SF,410764,5400,SG,19781,17,SG,5102,0,,410764,0,SG,410764,0,,Kent Bazemore,0,,3556,0,,19555,0,,,4700,F,6588,0,,5852a4472364510011044ba2,0,,Kent_Bazemore_Atl,0,,2c157857-fffd-4eb5-8e2a-b28ebea8da77,0,,,5700,SG,Kent Bazemore,0,,,0,,,0,,2c157857-fffd-4eb5-8e2a-b28ebea8da77,0,,,9090,SG;SF,7001027,0,,5852a4472364510011044ba2,0,,,5100,SG,Kent Bazemore,0,,8086,0,,5102,0,,Kent Bazemore
2724,Green,Jeff,WAS,SF,,@ MIN,27.00,11.95,1.73,4.40,3.64,2.04,0.34,0.53,1.46,2.23,2.30,0.32,3.96,4.34,0.01,0.000,16.89,MIN by 7.0,241.0,4500,PF;C,266367,4500,SF,9648,15,PF,4247,0,,266367,0,SF,266367,0,,Jeff Green,0,,3426,0,,19301,0,,,4200,F,6449,0,,5852a4472364510011044b62,0,,Jeff_Green_LAC,0,,b9155864-4192-4ad7-8652-57a0844c87b3,0,,,4800,SF,Jeff Green,0,,Jeff Green,0,,,0,,b9155864-4192-4ad7-8652-57a0844c87b3,0,,,8390,SF;PF,7000987,0,,5852a4472364510011044b62,0,,,4200,PF,Jeff Green,0,,1935,0,,4247,0,,Jeff Green
5665,Kurucs,Rodions,BKN,PF,,@ ATL,26.00,9.53,0.95,3.02,4.50,1.22,0.93,0.63,1.56,2.79,1.10,0.16,3.74,4.38,0.01,0.000,15.98,BKN by 3.5,236.0,4600,SF;PF,1121334,4900,PF,84700,12,PF,6051,0,,,0,PF,1121334,0,,,0,,,0,,,0,,,2900,F,17277,0,,,0,,,0,,,0,,,5200,PF,Rodions Kurucs,0,,,0,,,0,,,0,,,7590,SF;PF,7022339,0,,,0,,,4600,PF,Rodions Kurucs,0,,,0,,,0,,
5332,Bembry,DeAndre',ATL,SF,,BKN,23.00,7.22,0.47,1.86,4.18,2.51,1.07,0.64,1.61,2.53,0.75,0.52,3.00,3.86,0.01,0.000,15.24,BKN by 3.5,236.0,3600,SG;SF,795428,4500,SF,49336,12,SF,5652,0,,795428,0,SF,795428,0,,,0,,22884,0,,52496,0,,,3600,G,12973,0,,5852a4492364510011044c44,0,,,0,,,0,,,4800,SF,DeAndre Bembry,0,,,0,,,0,,,0,,,8810,SG;SF,7001448,0,,5852a4492364510011044c44,0,,,4200,SF,DeAndre' Bembry,0,,,0,,,0,,
5717,Bridges,Mikal,PHO,SF,,@ POR,29.00,8.16,1.43,3.95,3.11,1.84,1.29,0.59,0.83,1.39,1.09,0.24,2.82,3.63,0.01,0.000,11.68,POR by 12.5,228.5,3900,SG;SF,846400,4700,SF,84670,13,SF,6021,0,,,0,SF,846400,0,,,0,,,0,,,0,,,3600,F,17246,0,,,0,,,0,,,0,,,5000,SF,Mikal Bridges,0,,,0,,,0,,,0,,,7920,SG;SF,7022335,0,,,0,,,4400,SF,Mikal Bridges,0,,,0,,,0,,
5488,Bryant,Thomas,WAS,C,,@ MIN,18.00,9.15,0.35,1.05,5.39,0.89,0.29,0.78,0.76,3.38,1.34,0.38,3.73,2.12,0.03,0.000,17.11,MIN by 7.0,241.0,4400,PF;C,896601,4500,C,67312,13,C,5855,0,,,0,C,896601,0,,,0,,,0,,,0,,,3800,C,14875,0,,,0,,,0,,,0,,,4800,C,Thomas Bryant,0,,,0,,,0,,,0,,,9330,PF;C,7001523,0,,,0,,,4200,C,Thomas Bryant,0,,,0,,,0,,
3722,Crabbe,Allen,BKN,SG,,@ ATL,26.00,10.71,2.38,6.71,3.78,1.13,0.71,0.43,1.07,1.09,1.39,0.33,3.47,5.74,0.01,0.000,17.24,BKN by 3.5,236.0,3400,SG;SF,548610,3800,SG,15501,10,SF,5201,0,,548610,0,SG,548610,0,,Allen Crabbe,0,,7873,0,,19444,0,,,3000,G,6864,0,,5852a4452364510011044b16,0,,Allen_Crabbe_Por,0,,5ac1fb0f-24fe-4dce-aba5-6fc0dc9c27e7,0,,,4100,SG,Allen Crabbe,0,,Allen Crabbe,0,,,0,,5ac1fb0f-24fe-4dce-aba5-6fc0dc9c27e7,0,,,7350,SG;SF,7001192,0,,5852a4452364510011044b16,0,,,3600,SG,Allen Crabbe,0,,10480,0,,5201,0,,Allen Crabbe
2851,McGee,JaVale,LAL,C,,BOS,16.00,8.19,0.00,0.00,5.58,0.56,0.36,1.08,0.99,3.66,0.87,0.46,3.66,2.24,0.03,0.000,19.10,,,4300,C,333212,5000,C,9739,13,C,4480,0,,333212,0,C,333212,0,,JaVale McGee,0,,3518,0,,19456,0,,,4900,C,6545,0,,5852a43c2364510011044840,0,,JaVale_McGee_Dal,0,,34ff5b55-42ef-40c0-a2c4-9c28b5476a03,0,,,5300,C,JaVale McGee,0,,JaVale McGee,0,,,0,,34ff5b55-42ef-40c0-a2c4-9c28b5476a03,0,,,8660,C,7001111,0,,5852a43c2364510011044840,0,,,4700,C,JaVale McGee,0,,2066,0,,4480,0,,JaVale McGee
5451,Jackson,Josh,PHO,PF,,@ POR,21.00,10.39,0.69,2.34,3.30,1.68,0.75,0.55,1.97,3.27,1.78,0.81,3.96,5.08,0.01,0.000,24.91,POR by 12.5,228.5,4100,SF;PF,944164,4700,PF,80809,15,PF,5766,0,,,0,SF,944164,0,,,0,,,0,,,0,,,4800,F,14839,0,,,0,,,0,,,0,,,5000,PF,Josh Jackson,0,,,0,,,0,,,0,,,7690,SF;PF,7001503,0,,,0,,,4400,PF,Josh Jackson,0,,,0,,,0,,
3010,Carroll,DeMarre,BKN,SF,,@ ATL,22.00,9.72,1.37,3.85,4.68,1.38,0.55,0.16,0.95,1.57,2.47,0.83,2.94,4.21,0.01,0.000,17.63,BKN by 3.5,236.0,3900,SF;PF,262890,4500,SF,9787,14,SF,4632,0,,262890,0,SF,262890,0,,DeMarre Carroll,0,,3833,0,,19208,0,,,3400,F,6418,0,,5852a43b236451001104481d,0,,DeMarre_Carroll_Tor,0,,664afb4f-3fc1-4e25-bcb8-bab2c0c3c33b,0,,,4800,SF,DeMarre Carroll,0,,,0,,,0,,664afb4f-3fc1-4e25-bcb8-bab2c0c3c33b,0,,,8140,SF;PF,7001029,0,,5852a43b236451001104481d,0,,,4200,SF,DeMarre Carroll,0,,1837,0,,4632,0,,DeMarre Carroll
